Index	Token	Language
4585	note	Eng
4586	that	Eng
4587	said	Eng
4588	rush	Eng
4589	.	Eng
4590	Le	Span
4591	dije	Span
4592	,	Span
4593	for	Eng
4594	that	Eng
4595	reason	Eng
4596	,	Eng
4597	dije	Span
4598	,	Span
4599	I	Eng
4600	do	Eng
4601	not	Eng
4602	want	Eng
4603	it	Eng
4604	sitting	Eng
4605	in	Eng
4606	the	Eng
4607	reception	Eng
4608	area	Eng
4609	,	Eng
4610	it	Eng
4611	must	Eng
4612	be	Eng
4613	hand	Eng
4614	carried	Eng
4615	into	Eng
4616	the	Eng
4617	provost	Eng
4618	now	Eng
4619	.	Eng
4620	Mmm-hmm	Eng
4621	.	Eng
4622	Le	Span
4623	dije	Span
4624	,	Span
4625	they	Eng
4626	leave	Eng
4627	tomorrow	Eng
4628	,	Eng
4629	you	Eng
4630	know	Eng
4631	,	Eng
4632	the	Eng
4633	day	Eng
4634	after	Eng
4635	tomorrow	Eng
4636	,	Eng
4637	I	Eng
4638	have	Eng
4639	to	Eng
4640	have	Eng
4641	the	Eng
4642	check	Eng
4643	before	Eng
4644	then	Eng
4645	.	Eng
4646	So	Eng
4647	,	Eng
4648	uh	Eng
4649	,	Eng
4650	OK	Eng
4651	.	Eng
4652	I	Eng
4653	will	Eng
4654	tell	Eng
4655	them	Eng
4656	.	Eng
4657	OK	Eng
4658	!	Eng
4659	And	Eng
4660	I	Eng
4661	thought	Eng
4662	,	Eng
4663	since	Eng
4664	I	Eng
4665	am	Eng
4666	waiting	Eng
4667	.	Eng
4668	Mmm-hmm	Eng
4669	.	Eng
4670	I	Eng
4671	call	Eng
4672	the	Eng
4673	provost	Eng
4674	office	Eng
4675	,	Eng
4676	and	Eng
4677	they	Eng
4678	said	Eng
4679	they	Eng
4680	had	Eng
4681	kept	Eng
4682	a	Eng
4683	copy	Eng
4684	of	Eng
4685	the	Eng
4686	first	Eng
4687	one	Eng
4688	,	Eng
4689	the	Eng
4690	one	Eng
4691	that	Eng
4692	was	Eng
4693	lost	Eng
4694	.	Eng
4695	Mmm-hmm	Eng
4696	.	Eng
4697	Digo	Span
4698	,	Eng
4699	I	Eng
4700	have	Eng
4701	a	Eng
4702	copy	Eng
4703	and	Eng
4704	<UNK>	Eng
4705	le	Span
4706	dije	Span
4707	,	Span
4708	send	Eng
4709	it	Eng
4710	to	Eng
4711	me	Eng
4712	.	Eng
4713	So	Eng
4714	,	Eng
4715	they	Eng
4716	faxed	Eng
4717	it	Eng
4718	to	Eng
4719	me	Eng
4720	.	Eng
4721	The	Eng
4722	first	Eng
4723	one	Eng
4724	,	Eng
4725	the	Eng
4726	one	Eng
4727	that	Eng
4728	was	Eng
4729	lost	Eng
4730	,	Eng
4731	with	Eng
4732	signatures	Eng
4733	,	Eng
4734	all	Eng
4735	the	Eng
4736	way	Eng
4737	up	Eng
4738	to	Eng
4739	the	Eng
4740	provost	Eng
4741	office	Eng
4742	.	Eng
4743	So	Eng
4744	,	Eng
4745	I	Eng
4746	asked	Eng
4747	the	Eng
4748	president	Eng
4749	s	Eng
4750	office	Eng
4751	whether	Eng
4752	they	Eng
4753	would	Eng
4754	accept	Eng
4755	that	Eng
4756	and	Eng
4757	all	Eng
4758	they	Eng
4759	need	Eng
4760	is	Eng
4761	just	Eng
4762	the	Eng
4763	president	Eng
4764	s	Eng
4765	signature	Eng
4766	and	Eng
4767	we	Eng
4768	are	Eng
4769	done	Eng
4770	.	Eng
4771	It	Eng
4772	did	Eng
4773	?	Eng
4774	Yeah	Eng
4775	,	Eng
4776	they	Eng
4777	did	Eng
4778	.	Eng
4779	So	Eng
4780	,	Eng
4781	while	Eng
4782	we	Eng
4783	are	Eng
4784	over	Eng
4785	here	Eng
4786	waiting	Eng
4787	to	Eng
4788	see	Eng
4789	where	Eng
4790	the	Eng
4791	other	Eng
4792	one	Eng
4793	went	Eng
4794	.	Eng
4795	Well	Eng
4796	,	Eng
4797	forget	Eng
4798	it	Eng
4799	.	Eng
4800	I	Eng
4801	went	Eng
4802	and	Eng
4803	had	Eng
4804	and	Eng
4805	got	Eng
4806	the	Eng
4807	copy	Eng
4808	approved	Eng
4809	.	Eng
4810	And	Eng
4811	I	Eng
4812	sent	Eng
4813	it	Eng
4814	in	Eng
4815	to	Eng
4816	Contracts	Eng
4817	and	Eng
4818	Rent	Eng
4819	.	Eng
4820	Mmm-hmm	Eng
4821	.	Eng
4822	And	Eng
4823	they	Eng
4824	approved	Eng
4825	the	Eng
4826	payment	Eng
4827	,	Eng
4828	while	Eng
4829	the	Eng
4830	others	Eng
4831	are	Eng
4832	still	Eng
4833	looking	Eng
4834	.	Eng
4835	<UNK>	Span
4836	va	Span
4837	a	Span
4838	haber	Span
4839	,	Span
4840	va	Span
4841	causar	Span
4842	confusi�n	Span
4843	porque	Span
4844	<UNK>	Span
4845	mandan	Span
4846	al	Span
4847	president	Eng
4848	.	Eng
4849	They	Eng
4850	will	Eng
4851	approve	Eng
4852	both	Eng
4853	.	Eng
4854	That	Eng
4855	is	Eng
4856	OK	Eng
4857	.	Eng
4858	Nothing	Eng
4859	is	Eng
4860	gonna	Eng
4861	happen	Eng
4862	with	Eng
4863	the	Eng
4864	other	Eng
4865	one	Eng
4866	.	Eng
4867	Then	Eng
4868	they	Eng
4869	called	Eng
4870	me	Eng
4871	,	Eng
4872	and	Eng
4873	said	Eng
4874	,	Eng
4875	would	Eng
4876	you	Eng
4877	like	Eng
4878	us	Eng
4879	to	Eng
4880	send	Eng
4881	the	Eng
4882	original	Eng
4883	campus	Eng
4884	mail	Eng
4885	?	Eng
4886	No	Eng
4887	.	Eng
4888	No	Eng
4889	.	Eng
4890	Dije	Span
4891	,	Span
4892	I	Eng
4893	will	Eng
4894	send	Eng
4895	somebody	Eng
4896	over	Eng
4897	there	Eng
4898	to	Eng
4899	go	Eng
4900	get	Eng
4901	it	Eng
4902	.	Eng
4903	So	Eng
4904	,	Eng
4905	I	Eng
4906	sent	Eng
4907	the	Eng
4908	work	Eng
4909	study	Eng
4910	up	Eng
4911	there	Eng
4912	to	Eng
4913	go	Eng
4914	get	Eng
4915	it	Eng
4916	.	Eng
4917	Hmm	Eng
4918	.	Eng
4919	What	Eng
4920	I	Eng
4921	do	Eng
4922	not	Eng
4923	understand	Eng
4924	is	Eng
4925	that	Eng
4926	,	Eng
4927	if	Eng
4928	we	Eng
4929	have	Eng
4930	work	Eng
4931	studies	Eng
4932	that	Eng
4933	can	Eng
4934	take	Eng
4935	all	Eng
4936	the	Eng
4937	stuff	Eng
4938	over	Eng
4939	,	Eng
4940	I	Eng
4941	am	Eng
4942	sure	Eng
4943	the	Eng
4944	president	Eng
4945	s	Eng
4946	office	Eng
4947	does	Eng
4948	too	Eng
4949	.	Eng
4950	But	Eng
4951	,	Eng
4952	maybe	Eng
4953	they	Eng
4954	just	Eng
4955	have	Eng
4956	an	Eng
4957	overwhelming	Eng
4958	amount	Eng
4959	of	Eng
4960	deliveries	Eng
4961	to	Eng
4962	make	Eng
4963	.	Eng
4964	They	Eng
4965	should	Eng
4966	have	Eng
4967	their	Eng
4968	own	Eng
4969	people	Eng
4970	I	Eng
4971	do	Eng
4972	not	Eng
4973	know	Eng
4974	.	Eng
4975	But	Eng
4976	,	Eng
4977	if	Eng
4978	they	Eng
4979	do	Eng
4980	it	Eng
4981	once	Eng
4982	a	Eng
4983	day	Eng
4984	,	Eng
4985	get	Eng
4986	them	Eng
4987	all	Eng
4988	together	Eng
4989	.	Eng
4990	The	Eng
4991	provost	Eng
4992	office	Eng
4993	or	Eng
4994	the	Eng
4995	president	Eng
4996	s	Eng
4997	office	Eng
4998	?	Eng
4999	The	Eng
5000	president	Eng
5001	s	Eng
5002	office	Eng
5003	,	Eng
5004	they	Eng
5005	are	Eng
5006	the	Eng
5007	ones	Eng
5008	that	Eng
5009	lost	Eng
5010	it	Eng
5011	.	Eng
5012	I	Eng
5013	am	Eng
5014	thinking	Eng
5015	,	Eng
5016	I	Eng
5017	am	Eng
5018	surprised	Eng
5019	,	Eng
5020	I	Eng
5021	am	Eng
5022	because	Eng
5023	you	Eng
5024	are	Eng
5025	all	Eng
5026	very	Eng
5027	meticulous	Eng
5028	about	Eng
5029	making	Eng
5030	copies	Eng
5031	,	Eng
5032	you	Eng
5033	know	Eng
5034	,	Eng
5035	logging	Eng
5036	it	Eng
5037	in	Eng
5038	,	Eng
5039	logging	Eng
5040	it	Eng
5041	out	Eng
5042	.	Eng
5043	They	Eng
5044	said	Eng
5045	,	Eng
5046	for	Eng
5047	some	Eng
5048	reason	Eng
5049	we	Eng
5050	did	Eng
5051	not	Eng
5052	make	Eng
5053	a	Eng
5054	copy	Eng
5055	.	Eng
5056	They	Eng
5057	did	Eng
5058	not	Eng
5059	have	Eng
5060	a	Eng
5061	copy	Eng
5062	.	Eng
5063	They	Eng
5064	did	Eng
5065	not	Eng
5066	.	Eng
5067	And	Eng
5068	,	Eng
5069	they	Eng
5070	did	Eng
5071	not	Eng
5072	and	Eng
5073	they	Eng
5074	did	Eng
5075	not	Eng
5076	have	Eng
5077	the	Eng
5078	original	Eng
5079	.	Eng
5080	They	Eng
5081	said	Eng
5082	,	Eng
5083	the	Eng
5084	original	Eng
5085	went	Eng
5086	to	Eng
5087	Computer	Eng
5088	Science	Eng
5089	,	Eng
5090	le	Span
5091	dije	Span
5092	,	Span
5093	that	Eng
5094	was	Eng
5095	two	Eng
5096	weeks	Eng
5097	ago	Eng
5098	.	Eng
5099	y	Span
5100	luego	Span
5101	le	Span
5102	erraron	Span
5103	y	Span
5104	no	Span
5105	lleg�	Span
5106	<UNK>	Span
5107	.	Span
5108	It	Eng
5109	is	Eng
5110	not	Eng
5111	there	Eng
5112	,	Eng
5113	and	Eng
5114	it	Eng
5115	is	Eng
5116	not	Eng
5117	in	Eng
5118	Computer	Eng
5119	Science	Eng
5120	.	Eng
5121	Did	Eng
5122	they	Eng
5123	send	Eng
5124	it	Eng
5125	on	Eng
5126	campus	Eng
5127	,	Eng
5128	by	Eng
5129	campus	Eng
5130	?	Eng
5131	One	Eng
5132	time	Eng
5133	,	Eng
5134	they	Eng
5135	told	Eng
5136	me	Eng
5137	that	Eng
5138	,	Eng
5139	that	Eng
5140	they	Eng
5141	had	Eng
5142	sent	Eng
5143	me	Eng
5144	something	Eng
5145	.	Eng
5146	And	Eng
5147	I	Eng
5148	got	Eng
5149	it	Eng
5150	like	Eng
5151	three	Eng
5152	weeks	Eng
5153	later	Eng
5154	.	Eng
5155	Uh-huh	Eng
5156	.	Eng
5157	And	Eng
5158	it	Eng
5159	had	Eng
5160	been	Eng
5161	to	Eng
5162	Hinton	Eng
5163	Hall	Eng
5164	.	Eng
5165	Uh	Eng
5166	,	Eng
5167	somebody	Eng
5168	sat	Eng
5169	,	Eng
5170	in	Eng
5171	sat	Eng
5172	in	Eng
5173	somebody	Eng
5174	s	Eng
5175	desk	Eng
5176	,	Eng
5177	you	Eng
5178	know	Eng
5179	in	Eng
5180	Hinton	Eng
5181	Hall	Eng
5182	?	Eng
5183	Yeah	Eng
5184	.	Eng
5185	See	Eng
5186	,	Eng
5187	so	Eng
5188	,	Eng
5189	that	Eng
5190	is	Eng
5191	how	Eng
5192	these	Eng
5193	things	Eng
5194	?	Eng
5195	I	Eng
5196	mean	Eng
5197	,	Eng
5198	it	Eng
5199	is	Eng
5200	gonna	Eng
5201	show	Eng
5202	up	Eng
5203	eventually	Eng
5204	,	Eng
5205	Yeah	Eng
5206	.	Eng
5207	But	Eng
5208	it	Eng
5209	is	Eng
5210	gonna	Eng
5211	make	Eng
5212	the	Eng
5213	rounds	Eng
5214	around	Eng
5215	campus	Eng
5216	somewhere	Eng
5217	.	Eng
5218	Si	Span
5219	Sitting	Eng
5220	on	Eng
5221	somebody	Eng
5222	s	Eng
5223	desk	Eng
5224	,	Eng
5225	you	Eng
5226	know	Eng
5227	?	Eng
5228	Yeah	Eng
5229	.	Eng
5230	Para	Span
5231	qu�	Span
5232	la	Span
5233	quieren	Span
5234	?	Span
5235	Yeah	Eng
5236	.	Eng
5237	No	Eng
5238	,	Eng
5239	porque	Span
5240	yo	Span
5241	,	Span
5242	cada	Span
5243	ratito	Span
5244	me	Span
5245	mandan	Span
5246	cosas	Span
5247	de	Span
5248	otros	Span
5249	,	Span
5250	and	Eng
5251	I	Eng
5252	have	Eng
5253	to	Eng
5254	send	Eng
5255	them	Eng
5256	back	Eng
5257	.	Eng
5258	Uh-huh	Eng
5259	.	Eng
5260	Hmm	Eng
5261	.	Eng
5262	Did	Eng
5263	I	Eng
5264	tell	Eng
5265	you	Eng
5266	something	Eng
5267	about	Eng
5268	a	Eng
5269	trailer	Eng
5270	?	Eng
5271	It	Eng
5272	is	Eng
5273	sitting	Eng
5274	there	Eng
5275	.	Eng
5276	And	Eng
5277	now	Eng
5278	he	Eng
5279	is	Eng
5280	having	Eng
5281	trouble	Eng
5282	registering	Eng
5283	the	Eng
5284	thing	Eng
5285	.	Eng
5286	He	Eng
5287	did	Eng
5288	not	Eng
5289	have	Eng
5290	...	Eng
5291	He	Eng
5292	what	Eng
5293	?	Eng
5294	He	Eng
5295	is	Eng
5296	having	Eng
5297	trouble	Eng
5298	registering	Eng
5299	the	Eng
5300	thing	Eng
5301	.	Eng
5302	Why	Eng
5303	?	Eng
5304	Yeah	Eng
5305	,	Eng
5306	I	Eng
5307	did	Eng
5308	not	Eng
5309	even	Eng
5310	know	Eng
5311	you	Eng
5312	had	Eng
5313	to	Eng
5314	register	Eng
5315	the	Eng
5316	trailer	Eng
5317	.	Eng
5318	Yeah	Eng
5319	,	Eng
5320	you	Eng
5321	have	Eng
5322	to	Eng
5323	register	Eng
5324	trailers	Eng
5325	.	Eng
5326	So	Eng
5327	,	Eng
5328	he	Eng
5329	called	Eng
5330	the	Eng
5331	uh	Eng
5332	,	Eng
5333	the	Eng
5334	highway	Eng
5335	department	Eng
5336	,	Eng
5337	right	Eng
5338	?	Eng
5339	And	Eng
5340	they	Eng
5341	said	Eng
5342	,	Eng
5343	what	Eng
5344	is	Eng
5345	the	Eng
5346	ID	Eng
5347	number	Eng
5348	?	Eng
5349	Digo	Span
5350	he	Eng
5351	does	Eng
5352	not	Eng
5353	have	Eng
5354	one	Eng
5355	.	Eng
5356	Dijo	Span
5357	,	Span
5358	well	Eng
5359	,	Eng
5360	who	Eng
5361	sold	Eng
5362	it	Eng
5363	to	Eng
5364	you	Eng
5365	?	Eng
5366	And	Eng
5367	he	Eng
5368	is	Eng
5369	,	Eng
5370	well	Eng
5371	,	Eng
5372	I	Eng
5373	have	Eng
5374	the	Eng
5375	name	Eng
5376	of	Eng
5377	the	Eng
5378	man	Eng
5379	,	Eng
5380	and	Eng
5381	everything	Eng
5382	else	Eng
5383	,	Eng
5384	and	Eng
5385	dijo	Span
5386	,	Span
5387	why	Eng
5388	is	Eng
5389	not	Eng
5390	it	Eng
5391	registered	Eng
5392	?	Eng
5393	Y	Span
5394	dijo	Span
5395	,	Span
5396	I	Span
5397	do	Eng
5398	not	Eng
5399	know	Eng
5400	,	Eng
5401	digo	Span
5402	I	Eng
5403	just	Eng
5404	bought	Eng
5405	it	Eng
5406	from	Eng
5407	him	Eng
5408	.	Eng
5409	Digo	Span
5410	,	Span
5411	and	Eng
5412	how	Eng
5413	do	Eng
5414	we	Eng
5415	know	Eng
5416	he	Eng
5417	did	Eng
5418	not	Eng
5419	steal	Eng
5420	it	Eng
5421	?	Eng
5422	Wha	Eng
5423	,	Eng
5424	how	Eng
5425	do	Eng
5426	I	Eng
5427	know	Eng
5428	that	Eng
5429	?	Eng
5430	Digo	Span
5431	,	Span
5432	well	Eng
5433	I	Eng
5434	do	Eng
5435	not	Eng
5436	.	Eng
5437	Digo	Span
5438	,	Span
5439	I	Eng
5440	bought	Eng
5441	it	Eng
5442	from	Eng
5443	him	Eng
5444	,	Eng
5445	he	Eng
5446	has	Eng
5447	a	Eng
5448	lot	Eng
5449	of	Eng
5450	trailers	Eng
5451	.	Eng
5452	And	Eng
5453	,	Eng
5454	dijo	Span
5455	,	Span
5456	well	Eng
5457	,	Eng
5458	dijo	Span
5459	,	Span
5460	no	Eng
5461	,	Eng
5462	you	Eng
5463	cannot	Eng
5464	register	Eng
5465	unless	Eng
5466	it	Eng
5467	has	Eng
5468	been	Eng
5469	registered	Eng
5470	before	Eng
5471	.	Eng
5472	Y	Span
5473	le	Span
5474	dije	Span
5475	de	Span
5476	,	Span
5477	so	Eng
5478	,	Eng
5479	so	Eng
5480	he	Eng
5481	was	Eng
5482	all	Eng
5483	upset	Eng
5484	because	Eng
5485	he	Eng
5486	could	Eng
5487	not	Eng
5488	register	Eng
5489	,	Eng
5490	le	Span
5491	dije	Span
5492	,	Span
5493	did	Eng
5494	you	Eng
5495	tell	Eng
5496	him	Eng
5497	that	Eng
5498	he	Eng
5499	made	Eng
5500	the	Eng
5501	trailer	Eng
5502	?	Eng
5503	No	Eng
5504	.	Eng
5505	So	Eng
5506	,	Eng
5507	he	Eng
5508	called	Eng
5509	him	Eng
5510	back	Eng
5511	yesterday	Eng
5512	again	Eng
5513	and	Eng
5514	he	Eng
5515	said	Eng
5516	,	Eng
5517	well	Eng
5518	he	Eng
5519	made	Eng
5520	the	Eng
5521	trailer	Eng
5522	because	Eng
5523	he	Eng
5524	told	Eng
5525	him	Eng
5526	,	Eng
5527	you	Eng
5528	know	Eng
5529	?	Eng
5530	I	Eng
5531	buy	Eng
5532	parts	Eng
5533	.	Eng
5534	But	Eng
5535	you	Eng
5536	still	Eng
5537	have	Eng
5538	to	Eng
5539	register	Eng
5540	.	Eng
5541	Or	Eng
5542	broken	Eng
5543	.	Eng
5544	He	Eng
5545	buys	Eng
5546	broken	Eng
5547	trailers	Eng
5548	,	Eng
5549	and	Eng
5550	he	Eng
5551	says	Eng
5552	like	Eng
5553	he	Eng
5554	had	Eng
5555	,	Eng
5556	um	Eng
5557	.	Eng
5558	Oh	Eng
5559	.	Eng
5560	He	Eng
5561	had	Eng
5562	a	Eng
5563	whole	Eng
5564	stack	Eng
5565	of	Eng
5566	them	Eng
5567	.	Eng
5568	He	Eng
5569	says	Eng
5570	like	Eng
5571	all	Eng
5572	of	Eng
5573	these	Eng
5574	are	Eng
5575	just	Eng
5576	<UNK>	Eng
5577	The	Eng
5578	frames	Eng
5579	that	Eng
5580	are	Eng
5581	.	Eng
5582	Maybe	Eng
5583	in	Eng
5584	car	Eng
5585	accidents	Eng
5586	that	Eng
5587	were	Eng
5588	abandoned	Eng
5589	or	Eng
5590	whatever	Eng
5591	,	Eng
5592	his	Eng
5593	junkyards	Eng
5594	or	Eng
5595	whatever	Eng
5596	and	Eng
5597	then	Eng
5598	he	Eng
5599	brings	Eng
5600	them	Eng
5601	.	Eng
5602	Hmm	Eng
5603	.	Eng
5604	And	Eng
5605	then	Eng
5606	he	Eng
5607	puts	Eng
5608	floors	Eng
5609	on	Eng
5610	them	Eng
5611	and	Eng
5612	he	Eng
5613	paints	Eng
5614	them	Eng
5615	and	Eng
5616	whatever	Eng
5617	and	Eng
5618	then	Eng
5619	he	Eng
5620	sells	Eng
5621	them	Eng
5622	.	Eng
5623	He	Eng
5624	says	Eng
5625	,	Eng
5626	I	Eng
5627	do	Eng
5628	not	Eng
5629	make	Eng
5630	much	Eng
5631	profit	Eng
5632	,	Eng
5633	and	Eng
5634	I	Eng
5635	am	Eng
5636	pretty	Eng
5637	sure	Eng
5638	he	Eng
5639	does	Eng
5640	.	Eng
5641	But	Eng
5642	he	Eng
5643	says	Eng
5644	,	Eng
5645	I	Eng
5646	make	Eng
5647	maybe	Eng
5648	sixty	Eng
5649	dollars	Eng
5650	on	Eng
5651	each	Eng
5652	one	Eng
5653	.	Eng
5654	Uh-nuh	Eng
5655	.	Eng
5656	So	Eng
5657	,	Eng
5658	umm	Eng
5659	Oh	Eng
5660	.	Eng
5661	Can	Eng
5662	I	Eng
5663	borrow	Eng
5664	the	Eng
5665	key	Eng
5666	?	Eng
5667	So	Eng
5668	,	Eng
5669	he	Eng
5670	told	Eng
5671	,	Eng
5672	he	Eng
5673	called	Eng
5674	him	Eng
5675	and	Eng
5676	told	Eng
5677	him	Eng
5678	that	Eng
5679	well	Eng
5680	you	Eng
5681	know	Eng
5682	.	Eng
5683	Uhh	Eng
5684	...	Eng
5685	Hey	Eng
5686	.	Eng
5687	Hello	Eng
5688	.	Eng
5689	He	Eng
5690	made	Eng
5691	his	Eng
5692	trailer	Eng
5693	y	Span
5694	digo	Span
5695	,	Span
5696	then	Eng
5697	we	Eng
5698	need	Eng
5699	a	Eng
5700	letter	Eng
5701	,	Eng
5702	a	Eng
5703	notarized	Eng
5704	letter	Eng
5705	from	Eng
5706	him	Eng
5707	saying	Eng
5708	that	Eng
5709	he	Eng
5710	made	Eng
5711	the	Eng
5712	trailer	Eng
5713	,	Eng
5714	that	Eng
5715	this	Eng
5716	trailer	Eng
5717	had	Eng
5718	never	Eng
5719	been	Eng
5720	owned	Eng
5721	by	Eng
5722	anybody	Eng
5723	else	Eng
5724	.	Eng
5725	You	Eng
5726	know	Eng
5727	,	Eng
5728	that	Eng
5729	he	Eng
5730	had	Eng
5731	<UNK>	Eng
5732	.	Eng
5733	Oh	Eng
5734	,	Eng
5735	you	Eng
5736	did	Eng
5737	?	Eng
5738	Yeah	Eng
5739	.	Eng
5740	In	Eng
5741	kai	Eng
5742	,	Eng
5743	in	Eng
5744	the	Eng
5745	License	Eng
5746	Department	Eng
5747	.	Eng
5748	Y	Span
5749	luego	Span
5750	me	Span
5751	dice	Span
5752	,	Span
5753	well	Eng
5754	,	Eng
5755	I	Eng
5756	called	Eng
5757	the	Eng
5758	Texas	Eng
5759	Commission	Eng
5760	,	Eng
5761	and	Eng
5762	they	Eng
5763	said	Eng
5764	that	Eng
5765	they	Eng
5766	all	Eng
5767	register	Eng
5768	.	Eng
5769	So	Eng
5770	,	Eng
5771	they	Eng
5772	,	Eng
5773	you	Eng
5774	cannot	Eng
5775	.	Eng
5776	Why	Eng
5777	not	Eng
5778	?	Eng
5779	See	Eng
5780	,	Eng
5781	they	Eng
5782	told	Eng
5783	me	Eng
5784	I	Eng
5785	could	Eng
5786	.	Eng
5787	Did	Eng
5788	you	Eng
5789	tell	Eng
5790	them	Eng
5791	you	Eng
5792	were	Eng
5793	a	Eng
5794	New	Eng
5795	Mexico	Eng
5796	resident	Eng
5797	?	Eng
5798	No	Eng
5799	.	Eng
5800	Le	Span
5801	dije	Span
5802	,	Span
5803	when	Eng
5804	they	Eng
5805	ask	Eng
5806	you	Eng
5807	for	Eng
5808	your	Eng
5809	ID	Eng
5810	,	Eng
5811	it	Eng
5812	is	Eng
5813	gonna	Eng
5814	say	Eng
5815	New	Eng
5816	Mexico	Eng
5817	.	Eng
5818	They	Eng
5819	are	Eng
5820	not	Eng
5821	gonna	Eng
5822	let	Eng
5823	you	Eng
5824	register	Eng
5825	in	Eng
5826	Texas	Eng
5827	.	Eng
5828	No	Span
5829	,	Span
5830	dijo	Span
5831	,	Span
5832	no	Span
5833	me	Span
5834	dijeron	Span
5835	.	Span
5836	No	Span
5837	,	Span
5838	le	Span
5839	digo	Span
5840	,	Span
5841	because	Eng
5842	you	Eng
5843	did	Eng
5844	not	Eng
5845	tell	Eng
5846	them	Eng
5847	that	Eng
5848	you	Eng
5849	were	Eng
5850	a	Eng
5851	New	Eng
5852	Mexico	Eng
5853	resident	Eng
5854	.	Eng
5855	You	Eng
5856	are	Eng
5857	gonna	Eng
5858	go	Eng
5859	all	Eng
5860	the	Eng
5861	way	Eng
5862	over	Eng
5863	there	Eng
5864	y	Span
5865	le	Span
5866	dije	Span
5867	and	Eng
5868	that	Eng
5869	is	Eng
5870	exactly	Eng
5871	what	Eng
5872	they	Eng
5873	are	Eng
5874	gonna	Eng
5875	tell	Eng
5876	you	Eng
5877	.	Eng
5878	<UNK>	Span
5879	parece	Span
5880	nuevo	Span
5881	,	Span
5882	de	Span
5883	veras	Span
5884	.	Span
5885	Y	Span
5886	le	Span
5887	dije	Span
5888	,	Span
5889	haz	Span
5890	la	Span
5891	carta	Span
5892	,	Span
5893	just	Eng
5894	do	Eng
5895	the	Eng
5896	letter	Eng
5897	.	Eng
5898	Yeah	Eng
5899	,	Eng
5900	but	Eng
5901	the	Eng
5902	man	Eng
5903	lives	Eng
5904	all�	Span
5905	en	Span
5906	la	Span
5907	punta	Span
5908	del	Span
5909	Diablo	Span
5910	.	Span
5911	Pos	Span
5912	all�	Span
5913	no	Span
5914	le	Span
5915	hace	Span
5916	.	Span
5917	Well	Eng
5918	call	Eng
5919	him	Eng
5920	and	Eng
5921	ask	Eng
5922	him	Eng
5923	,	Eng
5924	can	Eng
5925	you	Eng
5926	meet	Eng
5927	me	Eng
5928	somewhere	Eng
5929	?	Eng
5930	Se	Span
5931	lo	Span
5932	compr�	Span
5933	.	Span
5934	Close	Eng
5935	<UNK>	Eng
5936	.	Eng
5937	You	Eng
5938	know	Eng
5939	,	Eng
5940	somewhere	Eng
5941	close	Eng
5942	to	Eng
5943	both	Eng
5944	of	Eng
5945	you	Eng
5946	.	Eng
5947	Uh-huh	Eng
5948	.	Eng
5949	Find	Eng
5950	a	Eng
5951	notary	Eng
5952	,	Eng
5953	sign	Eng
5954	the	Eng
5955	letter	Eng
5956	.	Eng
5957	Go	Eng
5958	register	Eng
5959	the	Eng
5960	trailer	Eng
5961	.	Eng
5962	No	Span
5963	,	Span
5964	yo	Span
5965	no	Span
5966	<UNK>	Eng
5967	�l	Span
5968	no	Span
5969	va	Span
5970	venir	Span
5971	hasta	Span
5972	ac�	Span
5973	.	Span
5974	You	Eng
5975	know	Eng
5976	,	Eng
5977	I	Eng
5978	do	Eng
5979	not	Eng
5980	want	Eng
5981	to	Eng
5982	hear	Eng
5983	about	Eng
5984	this	Eng
5985	trailer	Eng
5986	anymore	Eng
5987	.	Eng
5988	That	Eng
5989	is	Eng
5990	your	Eng
5991	problem	Eng
5992	.	Eng
5993	You	Eng
5994	wanted	Eng
5995	the	Eng
5996	trailer	Eng
5997	,	Eng
5998	then	Eng
5999	<UNK>	Eng
6000	you	Eng
6001	worry	Eng
6002	about	Eng
6003	it	Eng
6004	,	Eng
6005	you	Eng
6006	have	Eng
6007	not	Eng
6008	...	Eng
6009	Le	Span
6010	digo	Span
6011	,	Span
6012	why	Eng
6013	do	Eng
6014	you	Eng
6015	make	Eng
6016	things	Eng
6017	so	Eng
6018	complicated	Eng
6019	?	Eng
6020	What	Eng
6021	,	Eng
6022	what	Eng
6023	,	Eng
6024	what	Eng
6025	,	Eng
6026	yeah	Eng
6027	.	Eng
6028	I	Eng
6029	mean	Eng
6030	,	Eng
6031	that	Eng
6032	is	Eng
6033	what	Eng
6034	I	Eng
6035	was	Eng
6036	gonna	Eng
6037	ask	Eng
6038	you	Eng
6039	.	Eng
6040	It	Eng
6041	is	Eng
6042	just	Eng
6043	a	Eng
6044	matter	Eng
6045	of	Eng
6046	sitting	Eng
6047	down	Eng
6048	,	Eng
6049	thinking	Eng
6050	the	Eng
6051	thing	Eng
6052	through	Eng
6053	.	Eng
6054	Just	Eng
6055	have	Eng
6056	him	Eng
6057	sign	Eng
6058	the	Eng
6059	letter	Eng
6060	,	Eng
6061	that	Eng
6062	is	Eng
6063	it	Eng
6064	!	Eng
6065	Just	Eng
6066	sign	Eng
6067	the	Eng
6068	letter	Eng
6069	,	Eng
6070	and	Eng
6071	you	Eng
6072	type	Eng
6073	the	Eng
6074	letter	Eng
6075	,	Eng
6076	you	Eng
6077	have	Eng
6078	it	Eng
6079	ready	Eng
6080	,	Eng
6081	take	Eng
6082	it	Eng
6083	to	Eng
6084	a	Eng
6085	notary	Eng
6086	.	Eng
6087	Rosy	Eng
6088	is	Eng
6089	a	Eng
